Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
7/20/2017,ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER,Thursday,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.4351501,37.76175972
7/20/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.413791,37.78383656
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,LOMBARD ST / STEINER ST,-122.4376985,37.79963284
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,JONES ST / LOMBARD ST,-122.4163276,37.80241032
7/20/2017,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Thursday,SOUTHERN,NONE,7TH ST / HARRISON ST,-122.4063001,37.77551311
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,BAY ST / THE EMBARCADERONORTH ST,-122.4055651,37.80661715
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,BUSH ST / LARKIN ST,-122.4186583,37.78890984
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,22ND ST / ILLINOIS ST,-122.3873163,37.75800217
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,UNION ST / BAKER ST,-122.4454121,37.79582496
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,BAYVIEW,NONE,600 Block of WISCONSIN ST,-122.3991281,37.75855949
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Thursday,MISSION,"ARREST, CITED",1000 Block of POTRERO AV,-122.4065391,37.75648641
7/20/2017,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Thursday,CENTRAL,NONE,BAY ST / THE EMBARCADERONORTH ST,-122.4055651,37.80661715
7/20/2017,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Thursday,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.4351501,37.76175972
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,PARK,NONE,0 Block of JAVA ST,-122.444164,37.76673214
7/20/2017,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of MASON ST,-122.4092684,37.78379987
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,BAYVIEW,NONE,2700 Block of NEWHALL ST,-122.3986899,37.72817495
7/20/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,CENTRAL,NONE,TAYLOR ST / PINE ST,-122.4122691,37.79067276
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,BLUXOME ST / 4TH ST,-122.3957455,37.77769954
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
7/20/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,PARK,NONE,0 Block of CHRISTOPHER DR,-122.4567988,37.75674348
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,400 Block of RHODEISLAND ST,-122.4025712,37.76412591
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,800 Block of JONES ST,-122.4137051,37.78906405
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,2400 Block of TURK ST,-122.448436,37.77838992
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE,0 Block of BEALE ST,-122.3966475,37.79174043
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,1400 Block of DIAMOND ST,-122.4357341,37.74595734
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE,18TH ST / DOLORES ST,-122.4260796,37.76142678
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,1500 Block of FOLSOM ST,-122.4148171,37.77118289
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,0 Block of ARAGO ST,-122.4432445,37.72746871
7/20/2017,ASSAULT,BATTERY,Thursday,TENDERLOIN,"ARREST, BOOKED",JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,LANGTON ST / BRYANT ST,-122.4052887,37.7738566
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,TARAVAL,NONE,20TH AV / LAWTON ST,-122.4778077,37.75791928
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,300 Block of 9TH AV,-122.4676261,37.78181934
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,NORTHERN,NONE,1000 Block of GEARY ST,-122.4205711,37.78573311
7/20/2017,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,SOUTHERN,NONE,MONTGOMERY ST / MARKET ST,-122.4020702,37.78871987
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / THE EMBARCADERONORTH ST,-122.3939837,37.79506077
7/20/2017,NON-CRIMINAL,AIDED CASE,Thursday,TENDERLOIN,NONE,200 Block of ELLIS ST,-122.4103453,37.785231
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,2900 Block of FRANKLIN ST,-122.4262122,37.80160172
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,1500 Block of 7TH AV,-122.4639145,37.75945081
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,NONE,1000 Block of VALENCIA ST,-122.4210104,37.75650606
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,NONE,1800 Block of WALLER ST,-122.4543301,37.76815301
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,KEZAR DR / MARTIN LUTHER KING JR DR,-122.4586388,37.76719994
7/20/2017,WARRANTS,WARRANT ARREST,Thursday,BAYVIEW,"ARREST, BOOKED",SELBY ST / HUDSON AV,-122.395737,37.74428354
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,KEZAR DR / MARTIN LUTHER KING JR DR,-122.4586388,37.76719994
7/20/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.4169161,37.78439445
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE,0 Block of ZOE ST,-122.3960069,37.77993548
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,OFARRELL ST / POLK ST,-122.4195496,37.78495901
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,WARRANTS,WARRANT ARREST,Thursday,INGLESIDE,"ARREST, BOOKED",0 Block of TIFFANY AV,-122.4212288,37.74526077
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,300 Block of SANSOME ST,-122.4012012,37.79377437
7/20/2017,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,"ARREST, BOOKED",700 Block of GOUGH ST,-122.4237063,37.7801429
7/20/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, BOOKED",MONTEREY BL / JOOST AV,-122.4349916,37.73229511
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,NORTHERN,NONE,VANNESS AV / EDDY ST,-122.4208183,37.78289465
7/20/2017,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE,1200 Block of LOMBARD ST,-122.422106,37.8017106
7/20/2017,NON-CRIMINAL,FOUND PROPERTY,Thursday,TENDERLOIN,NONE,0 Block of MASON ST,-122.4092684,37.78379987
7/20/2017,WARRANTS,POST RELEASE COMMUNITY SUPERVISION,Thursday,BAYVIEW,"ARREST, BOOKED",ALAMEDA ST / DEHARO ST,-122.401966,37.76870486
7/20/2017,ASSAULT,BATTERY,Thursday,TENDERLOIN,NONE,200 Block of TURK ST,-122.4132375,37.78284302
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,1000 Block of FULTON ST,-122.4340461,37.77732928
7/20/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,NORTHERN,"ARREST, BOOKED",700 Block of GOUGH ST,-122.4237063,37.7801429
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,TENDERLOIN,NONE,200 Block of JONES ST,-122.4125736,37.78346872
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,2400 Block of WASHINGTON ST,-122.4335648,37.79163942
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,"ARREST, BOOKED",ALAMEDA ST / DEHARO ST,-122.401966,37.76870486
7/20/2017,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Thursday,SOUTHERN,"ARREST, BOOKED",SOUTH VAN NESS AV / MISSION ST,-122.418619,37.77305255
7/20/2017,ASSAULT,BATTERY,Thursday,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.4586802,37.74815547
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,MALLORCA WY / CHESTNUT ST,-122.4373036,37.80068315
7/20/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,300 Block of ALEMANY BL,-122.4123984,37.73405613
7/20/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,UNFOUNDED,TOWNSEND ST / THE EMBARCADEROSOUTH ST,-122.3880886,37.78185486
7/20/2017,WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.4150887,37.78367196
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,HYDE ST / SUTTER ST,-122.4168291,37.7881787
7/20/2017,SECONDARY CODES,GANG ACTIVITY,Thursday,MISSION,UNFOUNDED,500 Block of DOLORES ST,-122.4260366,37.7594198
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,INGLESIDE,NONE,600 Block of HOLLYPARK CR,-122.4210333,37.73690692
7/20/2017,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",Thursday,INGLESIDE,NONE,100 Block of MONTCALM ST,-122.4075351,37.74610042
7/20/2017,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,CENTRAL,NONE,0 Block of MORRELL PL,-122.4191152,37.7957314
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,LEAVENWORTH ST / CHESTNUT ST,-122.4181535,37.80313603
7/20/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",0 Block of JULIAN AV,-122.4210628,37.76738815
7/20/2017,ASSAULT,BATTERY,Thursday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.4005933,37.78760247
7/20/2017,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of MASON ST,-122.4092684,37.78379987
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE,700 Block of COLUMBUS AV,-122.411926,37.8015781
7/20/2017,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
7/20/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,BAYVIEW,"ARREST, BOOKED",ALAMEDA ST / DEHARO ST,-122.401966,37.76870486
7/20/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,NORTHERN,NONE,2500 Block of LOMBARD ST,-122.4434794,37.7987907
7/20/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.4065391,37.75648641
7/20/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,DIVISION ST / 9TH ST,-122.4059423,37.76965974
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,BAYVIEW,NONE,HUDSON AV / INGALLS ST,-122.3795983,37.73246665
7/20/2017,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,MISSION,"ARREST, BOOKED",3900 Block of 24TH ST,-122.4307942,37.7515575
7/20/2017,MISSING PERSON,MISSING ADULT,Thursday,PARK,NONE,1400 Block of 7TH AV,-122.4640448,37.76131618
7/20/2017,STOLEN PROPERTY,"STOLEN METALS, RECEIVING",Thursday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4047566,37.78645405
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE,DORADO TR / OCEAN AV,-122.4612085,37.72495025
7/20/2017,ASSAULT,BATTERY,Thursday,BAYVIEW,NONE,300 Block of SWEENY ST,-122.4120414,37.73179405
7/20/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.4065391,37.75648641
7/20/2017,RECOVERED VEHICLE,"VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME",Thursday,SOUTHERN,NONE,400 Block of 7TH ST,-122.4051874,37.77455293
7/20/2017,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,MISSION,NONE,18TH ST / SHOTWELL ST,-122.4160784,37.76203479
7/20/2017,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,SOUTHERN,NONE,6TH ST / STEVENSON ST,-122.4096964,37.78175406
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,1400 Block of WEBSTER ST,-122.4312404,37.78402802
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE,1200 Block of MASONIC AV,-122.4453187,37.76971906
7/20/2017,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,NORTHERN,NONE,1200 Block of VANNESS AV,-122.4218856,37.78731206
7/20/2017,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Thursday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,JEFFERSON ST / LYON ST,-122.4481799,37.80407772
7/20/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,PARK,NONE,200 Block of DIVISADERO ST,-122.437023,37.77174998
7/20/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
7/20/2017,WEAPON LAWS,FIREARM WITH ALTERED IDENTIFICATION,Thursday,BAYVIEW,"ARREST, BOOKED",800 Block of MISSOURI ST,-122.3955654,37.75633027
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,"ARREST, BOOKED",3900 Block of 24TH ST,-122.4307942,37.7515575
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,SOUTHERN,NONE,MISSION ST / 8TH ST,-122.4131609,37.77745666
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,HARRISON ST / SHERMAN ST,-122.4054793,37.77616092
7/20/2017,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.4149883,37.80826133
7/20/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,TARAVAL,NONE,100 Block of BUCARELI DR,-122.4806265,37.71639912
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,TENDERLOIN,NONE,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,STEINER ST / GROVE ST,-122.4330299,37.7765502
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,INGLESIDE,NONE,200 Block of ELSIE ST,-122.4193723,37.74041369
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.4124833,37.77063059
7/20/2017,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
7/20/2017,NON-CRIMINAL,AIDED CASE,Thursday,TENDERLOIN,NONE,300 Block of TURK ST,-122.4148786,37.7826335
7/20/2017,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,SOUTHERN,NONE,6TH ST / NATOMA ST,-122.4076931,37.78016307
7/20/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TARAVAL,"ARREST, BOOKED",3200 Block of 20TH AV,-122.4756475,37.72852806
7/20/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,CENTRAL,NONE,300 Block of SANSOME ST,-122.4012012,37.79377437
7/20/2017,OTHER OFFENSES,CONSPIRACY,Thursday,BAYVIEW,"ARREST, BOOKED",ALAMEDA ST / DEHARO ST,-122.401966,37.76870486
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,POST ST / WEBSTER ST,-122.4313698,37.78537304
7/20/2017,ASSAULT,THREATENING PHONE CALL(S),Thursday,PARK,NONE,900 Block of CORBETT AV,-122.443979,37.75112913
7/20/2017,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,CENTRAL,NONE,1100 Block of CALIFORNIA ST,-122.4132889,37.79146553
7/20/2017,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,BAYVIEW,"ARREST, BOOKED",0 Block of LEDYARD ST,-122.4021166,37.73323547
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,1000 Block of OAKDALE AV,-122.3803483,37.72882763
7/20/2017,WARRANTS,WARRANT ARREST,Thursday,NORTHERN,"ARREST, BOOKED",500 Block of HAYES ST,-122.4253943,37.77651956
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,8TH ST / BRANNAN ST,-122.4054272,37.77129699
7/20/2017,SUICIDE,SUICIDE BY STRANGULATION,Thursday,SOUTHERN,NONE,900 Block of MISSION ST,-122.4080525,37.78156683
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,PARK,NONE,2ND AV / LINCOLN WY,-122.4589495,37.76625532
7/20/2017,MISSING PERSON,MISSING ADULT,Thursday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
7/20/2017,LARCENY/THEFT,"THEFT, BICYCLE, <$50, NO SERIAL NUMBER",Thursday,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.4065391,37.75648641
7/20/2017,VEHICLE THEFT,STOLEN TRUCK,Thursday,BAYVIEW,NONE,2200 Block of PALOU AV,-122.4025028,37.74078228
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/20/2017,MISSING PERSON,FOUND PERSON,Thursday,NORTHERN,NONE,1400 Block of LAGUNA ST,-122.4278156,37.78444809
7/20/2017,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE,300 Block of BUCHANAN ST,-122.4271412,37.7727725
7/20/2017,MISSING PERSON,MISSING ADULT,Thursday,MISSION,NONE,1500 Block of SOUTH VAN NESS AV,-122.4158389,37.74868712
7/20/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,BAYVIEW,NONE,1400 Block of ILLINOIS ST,-122.3869429,37.75351251
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,0 Block of GEARY ST,-122.4042718,37.787808
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,1100 Block of CARROLL AV,-122.3849262,37.7202786
7/20/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,POLK ST / TURK ST,-122.4189964,37.78216891
7/20/2017,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,MISSION,NONE,2300 Block of MARKET ST,-122.4340362,37.7632942
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,100 Block of HARRIET ST,-122.4052113,37.77756837
7/20/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,NORTHERN,NONE,1700 Block of FILBERT ST,-122.4283065,37.79901433
7/20/2017,MISSING PERSON,MISSING ADULT,Thursday,NORTHERN,NONE,1400 Block of LAGUNA ST,-122.4278156,37.78444809
7/20/2017,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,BAYVIEW,"ARREST, BOOKED",0 Block of LEDYARD ST,-122.4021166,37.73323547
7/20/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
7/20/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,CENTRAL,NONE,0 Block of DRUMM ST,-122.3965564,37.79411691
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,800 Block of GEARY ST,-122.4172733,37.78614939
7/20/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,2800 Block of FULTON ST,-122.4621729,37.77388044
7/20/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,PARK,NONE,900 Block of CORBETT AV,-122.443979,37.75112913
7/20/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, BOOKED",SILVER AV / EDINBURGH ST,-122.4264225,37.72861728
7/20/2017,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Thursday,RICHMOND,"ARREST, BOOKED",ARGUELLO BL / ANZA ST,-122.4587337,37.7793316
7/20/2017,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,TARAVAL,NONE,100 Block of MONTICELLO ST,-122.4706544,37.71700313
7/20/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
7/20/2017,OTHER OFFENSES,RECKLESS DRIVING,Thursday,RICHMOND,"ARREST, BOOKED",ANZA ST / 3RD AV,-122.4609322,37.77923187
7/20/2017,ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,"ARREST, BOOKED",1600 Block of LASALLE AV,-122.389326,37.73679684
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,NORTHERN,NONE,500 Block of GROVE ST,-122.4256351,37.77743878
7/20/2017,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,NONE,200 Block of KEARNY ST,-122.4039563,37.79004894
7/20/2017,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,SOUTHERN,NONE,4TH ST / TOWNSEND ST,-122.3949859,37.77709095
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
7/20/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,RICHMOND,"ARREST, BOOKED",ARGUELLO BL / ANZA ST,-122.4587337,37.7793316
7/20/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,INGLESIDE,"ARREST, BOOKED",SILVER AV / EDINBURGH ST,-122.4264225,37.72861728
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,INGLESIDE,NONE,MISSION ST / SILVER AV,-122.431295,37.72872979
7/20/2017,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,MISSION,NONE,700 Block of VALENCIA ST,-122.4215693,37.76088159
7/20/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.4095367,37.78269112
7/20/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,PARK,"ARREST, BOOKED",CASTRO ST / 14TH ST,-122.4356274,37.76732735
